,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,DNH,DVC,Delhi,Essar steel,Goa,Gujarat,HP,Haryana,J&K,Jharkhand,Karnataka,Kerala,MP,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
636,2018-04-01,170.2,2.1,20.8,74.4,3.7,74.7,6.0,16.6,60.9,79.0,10.7,9.6,320.3,23.8,155.9,44.4,19.5,208.7,66.9,174.1,454.3,2.1,4.2,1.6,1.9,64.9,119.3,183.0,1.6,311.2,192.1,,305.4,34.9,115.5,3341.5
637,2016-10-10,143.4,1.9,24.2,69.8,4.5,69.4,6.8,17.5,55.4,92.5,6.1,9.4,264.9,24.5,143.1,34.6,21.1,183.0,61.5,150.7,375.4,1.8,4.5,1.2,1.8,69.6,156.1,170.7,0.8,271.6,129.2,,302.0,40.9,120.7,3036.7999999999997
638,2016-10-11,145.4,1.9,21.0,65.4,3.7,67.1,4.3,14.4,53.5,79.4,7.0,9.0,248.7,21.2,129.1,34.0,19.9,177.3,62.5,146.7,336.7,1.9,4.4,1.3,1.8,74.2,135.1,175.6,0.8,287.1,125.7,,303.3,33.5,116.9,2916.2000000000003
639,2016-10-12,150.9,1.9,20.9,58.2,3.9,66.7,5.9,16.3,56.2,82.1,7.0,9.1,261.8,24.4,138.6,35.2,19.9,180.5,66.4,148.6,364.5,1.9,4.9,1.3,1.6,75.0,143.2,180.7,1.6,300.3,132.5,,278.3,35.7,127.0,3010.0
640,2016-10-13,156.7,1.9,24.5,65.0,4.2,68.2,7.0,17.7,61.5,85.3,7.0,9.1,276.4,28.8,140.2,34.2,19.7,179.7,60.3,152.9,383.3,1.9,4.8,1.3,1.6,74.6,141.5,181.8,0.9,292.9,143.0,,271.6,36.5,126.1,3068.7
641,2016-10-14,157.6,2.1,25.9,67.1,4.0,71.9,7.2,17.6,58.8,84.2,6.3,9.2,282.8,28.3,139.2,39.7,19.8,186.0,63.5,156.0,385.1,2.0,4.5,1.4,1.9,75.2,136.3,183.6,1.1,290.7,149.3,,259.9,36.7,131.1,3093.0
642,2016-10-15,158.6,1.9,28.1,68.7,3.9,70.1,7.2,16.9,60.9,79.5,6.8,9.1,285.8,27.3,137.9,33.8,20.7,190.0,64.4,158.0,394.9,1.9,4.4,1.3,1.5,72.3,136.6,186.8,1.0,299.1,150.4,,282.5,36.2,121.9,3127.3999999999996
643,2016-10-16,158.8,1.9,26.9,69.0,3.3,71.4,6.9,17.4,61.1,73.0,7.2,8.3,277.9,26.3,127.4,33.5,20.4,184.5,59.4,156.6,392.3,1.9,4.6,1.2,1.5,71.5,124.8,187.8,1.0,282.5,148.9,,279.1,32.7,125.1,3052.5999999999995
644,2017-12-25,160.5,2.3,22.4,67.5,3.1,72.9,7.0,17.2,66.2,61.9,9.5,9.4,306.3,27.4,123.2,44.0,23.8,196.3,58.9,230.3,402.6,2.7,6.2,1.7,2.0,73.0,103.3,209.6,1.6,272.9,160.9,,282.1,34.7,91.4,3160.8
645,2017-12-26,159.4,2.3,23.1,67.1,3.4,74.9,7.0,17.2,68.2,64.5,9.5,8.6,308.5,27.3,125.2,46.0,22.4,200.7,65.6,231.2,413.1,2.7,5.5,1.7,2.1,69.1,109.1,217.4,1.7,288.4,164.4,,291.8,36.0,93.0,3234.6000000000004
646,2017-12-27,163.0,2.2,22.8,65.1,3.4,73.2,7.2,17.6,66.8,65.6,7.1,9.2,301.4,28.1,125.2,49.5,24.0,203.1,66.7,228.9,411.6,2.7,6.3,1.7,2.1,75.8,108.8,214.3,1.8,290.5,166.2,,290.3,36.3,93.4,3238.5000000000005
647,2017-12-28,161.4,2.0,22.8,65.0,3.4,72.5,7.1,17.6,68.5,65.5,6.9,9.0,310.0,27.3,123.2,46.0,23.7,201.4,65.5,229.7,406.8,2.7,6.2,1.8,2.1,76.8,107.8,214.7,1.7,289.6,165.2,,291.6,35.9,89.2,3226.7999999999997
648,2017-12-29,163.2,2.2,22.7,65.2,3.5,73.8,7.1,17.4,67.5,65.8,8.9,8.4,296.4,27.8,124.1,45.5,24.0,205.7,63.8,229.7,403.6,2.7,6.3,1.8,2.4,75.6,107.6,212.4,1.5,293.7,179.6,,287.9,36.2,88.8,3229.1
649,2017-12-30,164.2,2.1,22.1,63.4,3.3,72.6,7.1,17.5,66.9,62.1,7.1,9.0,306.7,27.3,123.3,45.7,24.1,203.8,63.2,226.9,403.6,2.6,5.8,1.9,2.5,71.1,108.7,209.9,1.4,288.1,191.8,,281.9,35.7,90.0,3219.7000000000003
650,2017-12-31,161.2,2.0,21.7,69.8,3.0,71.8,6.4,16.7,66.4,60.1,7.3,9.2,293.4,26.0,112.6,46.1,22.8,193.5,58.7,222.4,388.9,2.7,6.2,1.8,2.2,68.3,103.6,204.3,1.4,275.7,187.6,,274.0,34.1,85.2,3112.7
651,2017-03-20,163.8,1.9,20.3,57.3,3.2,83.1,7.1,16.9,77.3,61.2,7.4,9.7,307.9,26.7,113.8,42.0,21.6,218.8,71.2,161.3,455.7,2.1,5.4,1.5,1.9,74.8,109.0,169.9,1.6,310.1,177.0,,272.2,32.2,110.7,3203.5
652,2017-03-21,166.7,2.0,22.3,58.4,3.3,85.5,7.2,16.9,61.1,62.2,9.6,8.3,308.7,24.9,118.3,41.9,23.2,221.0,71.0,167.4,466.3,2.1,6.0,1.5,1.8,79.3,111.1,174.5,1.6,313.7,180.0,,283.0,31.4,120.2,3259.7999999999997
653,2017-03-22,166.1,2.0,21.8,62.8,3.4,86.0,7.3,16.8,61.3,65.8,10.2,10.1,309.4,24.7,117.4,41.9,23.5,219.5,71.9,169.5,471.6,2.1,6.0,1.4,1.8,77.8,116.9,183.3,1.6,316.2,181.4,,281.0,34.1,124.4,3298.2999999999997
654,2017-03-23,166.1,2.1,22.7,63.0,3.5,88.6,7.3,16.9,75.3,68.7,9.8,10.4,310.7,23.9,123.5,42.1,23.1,223.7,73.6,172.4,473.3,2.2,4.8,1.5,2.0,78.7,123.8,182.1,1.4,316.5,182.2,,281.9,34.2,136.8,3356.0999999999995
655,2017-03-24,168.8,2.2,23.1,64.9,3.6,88.9,7.3,16.8,63.4,72.9,10.2,9.9,317.8,24.8,122.8,41.3,22.2,224.6,74.1,173.3,473.8,2.2,4.5,1.5,2.1,80.4,126.3,186.5,1.6,316.0,183.8,,310.4,35.2,147.4,3411.9
656,2017-03-25,167.3,2.0,20.1,59.7,3.5,89.4,7.3,17.0,65.9,66.9,9.2,10.0,317.5,24.2,120.4,41.5,23.9,224.9,74.0,175.3,475.7,2.1,4.7,1.3,2.0,77.6,124.8,185.2,1.4,316.6,184.0,,305.3,34.8,146.8,3389.4
657,2017-03-26,163.8,2.1,20.1,65.1,3.1,89.3,6.9,16.8,65.9,64.9,9.3,10.1,307.3,23.0,113.0,39.8,23.8,213.5,68.1,173.1,471.0,2.3,4.7,1.3,1.9,80.6,120.7,184.1,1.3,297.4,178.3,,295.5,32.5,133.4,3290.7
658,2019-11-18,175.1,2.1,22.6,68.6,3.3,70.8,6.8,18.1,61.8,61.5,5.7,12.0,316.8,27.3,111.4,42.5,23.8,180.4,72.1,232.0,421.9,2.5,5.9,1.7,2.3,66.7,100.8,208.2,1.3,282.8,191.5,,264.6,33.2,110.8,3216.1
659,2019-11-19,173.8,2.1,23.6,67.8,3.4,70.7,7.2,18.0,62.9,62.6,5.5,12.0,318.5,27.4,115.0,43.5,23.9,183.5,72.6,235.2,429.8,2.6,5.9,1.8,2.1,73.6,100.0,211.8,1.5,291.4,190.6,,268.3,34.1,111.2,3261.2999999999997
660,2019-11-20,167.6,2.1,23.2,67.5,3.5,71.1,7.4,18.3,63.1,63.6,5.7,13.4,318.6,27.7,114.6,43.9,24.1,186.2,71.5,238.4,431.3,2.5,6.0,1.9,2.1,74.9,105.3,214.7,1.4,290.2,194.8,,266.3,34.1,114.1,3278.4999999999995
661,2019-11-21,168.6,2.1,23.3,68.2,3.4,71.6,7.4,18.4,63.7,63.4,4.8,13.0,326.4,27.9,116.7,44.4,24.3,186.2,71.6,240.6,433.4,2.5,6.0,2.2,2.3,74.8,104.4,215.5,1.8,279.1,197.2,,266.6,34.6,112.6,3286.1999999999994
662,2019-11-22,169.6,2.0,23.7,68.7,3.4,72.3,7.4,18.3,62.7,64.0,5.4,13.0,334.4,27.3,116.3,44.5,24.2,186.4,71.9,244.0,429.8,2.4,6.0,1.7,2.1,74.1,106.3,218.7,1.9,273.6,190.4,,265.9,34.5,114.2,3288.2999999999997
663,2019-11-23,169.3,2.1,23.3,67.6,3.3,71.2,7.4,18.3,61.4,60.4,5.8,13.0,331.3,28.2,114.6,43.0,24.6,188.0,72.0,245.0,431.0,2.5,6.2,1.8,2.1,73.8,102.7,220.6,1.9,267.5,177.5,,260.0,34.7,113.9,3252.9
664,2019-11-24,167.3,2.2,21.7,67.8,2.9,70.8,6.8,18.0,61.4,58.0,6.0,11.8,321.7,25.7,105.6,43.7,24.1,176.5,65.8,246.0,417.1,2.6,6.1,1.8,2.1,72.1,98.9,215.0,1.2,244.6,174.0,,255.2,31.5,102.9,3135.2
665,2016-11-14,159.6,1.7,22.1,62.5,3.0,64.5,6.3,16.5,58.1,54.3,8.6,8.6,265.8,23.4,102.6,42.0,20.9,198.6,65.5,214.1,422.7,2.0,4.3,1.4,1.8,70.0,87.1,201.3,1.4,285.3,139.1,,255.7,30.4,103.7,3011.2
666,2016-11-15,161.1,1.8,23.6,66.0,3.1,63.4,6.6,16.5,57.4,55.2,8.5,8.9,265.7,24.0,104.3,42.0,20.4,198.2,65.3,214.4,429.9,2.0,4.2,1.3,1.8,67.7,91.0,202.8,1.3,294.6,139.7,,254.1,31.5,105.2,3040.3999999999996
667,2016-11-16,148.1,1.7,23.0,61.1,3.1,61.8,6.5,16.2,55.2,55.2,9.2,8.9,264.9,24.0,104.3,42.0,20.6,198.7,66.5,214.0,422.7,2.0,4.2,1.3,1.7,68.0,91.0,202.8,1.4,294.8,138.0,,254.1,31.5,103.0,3008.5
668,2016-11-17,158.6,1.8,24.0,60.2,3.2,58.1,6.4,16.3,56.3,54.8,8.5,9.1,268.9,24.4,105.5,36.5,21.3,200.5,67.1,215.1,405.2,1.9,4.4,1.3,1.8,70.4,90.5,195.9,1.7,298.5,137.4,,256.9,31.9,105.4,3006.6000000000004
669,2016-11-18,156.2,1.8,23.9,60.1,3.2,61.6,6.4,15.6,55.5,55.9,7.7,8.9,273.4,24.6,105.1,37.4,22.3,202.4,67.7,215.1,396.9,2.0,4.4,1.3,1.7,69.6,89.1,194.6,1.6,294.2,137.9,,257.9,32.4,105.5,3000.7000000000003
670,2016-11-19,155.0,2.1,23.3,59.1,3.2,61.0,6.4,16.0,56.7,53.4,8.1,8.9,271.4,24.2,105.4,37.7,22.0,198.4,67.1,216.4,397.3,2.3,4.6,1.1,1.9,67.9,87.7,200.3,1.5,291.9,133.7,,252.1,32.9,103.1,2980.9
671,2016-11-20,150.9,1.8,22.4,61.2,2.9,60.4,6.0,15.7,54.8,52.5,7.2,7.9,262.6,22.6,94.6,36.3,22.8,190.0,60.7,214.3,388.0,2.2,4.4,1.3,1.5,64.6,81.5,197.0,1.1,273.5,127.9,,247.7,29.6,96.4,2870.2
672,2017-10-02,133.2,2.3,26.3,73.4,4.1,83.6,6.3,16.2,55.1,79.7,6.1,7.6,340.7,20.9,139.4,42.1,20.2,114.9,60.6,178.7,414.8,2.0,5.6,1.2,1.9,77.7,172.4,199.3,0.8,246.6,148.4,,346.4,32.0,119.0,3185.9
673,2017-10-03,141.6,2.4,27.9,82.5,4.8,82.1,7.1,17.0,58.0,94.3,6.5,9.6,356.5,24.0,148.0,40.2,22.1,132.7,65.2,185.4,428.0,1.9,5.3,1.3,2.0,79.8,157.4,196.4,1.0,277.4,144.1,,353.0,36.8,131.8,3331.3
674,2017-10-04,143.0,2.1,29.0,84.5,4.8,84.2,7.6,17.5,60.2,98.1,6.0,9.0,355.9,25.3,150.9,41.2,23.8,141.0,67.3,188.5,427.9,2.0,6.3,1.3,1.9,81.8,167.0,199.6,1.2,286.4,158.3,,343.2,38.2,140.2,3401.7999999999993
675,2017-10-05,137.2,2.4,31.1,89.9,4.6,84.6,7.6,17.8,61.3,98.6,5.9,9.0,366.4,25.6,158.2,41.2,23.4,141.4,68.9,191.4,420.0,2.1,5.1,1.3,1.8,80.0,172.5,204.8,1.2,278.1,158.4,,352.8,39.0,143.7,3434.1
676,2017-10-06,140.5,2.4,31.7,92.3,4.8,83.6,7.7,17.6,63.7,97.7,5.6,9.0,367.1,24.1,158.9,40.5,22.7,141.7,67.1,194.3,415.1,2.0,5.3,1.3,2.0,79.8,169.7,202.4,1.2,279.8,154.3,,351.8,39.7,151.7,3436.1000000000004
677,2017-10-07,144.4,2.5,31.6,89.7,4.5,79.9,7.5,16.3,62.3,92.5,4.7,9.9,367.1,25.4,154.3,41.1,21.6,137.7,67.1,194.5,410.0,2.1,4.6,1.3,1.9,88.3,174.2,202.4,1.3,284.4,150.8,,358.3,39.4,152.3,3433.1000000000004
678,2017-10-08,141.2,2.3,30.6,87.9,4.0,80.3,7.1,16.8,63.1,89.5,4.5,9.4,360.1,23.2,148.4,41.9,23.2,127.5,61.2,192.1,382.1,2.0,4.6,1.2,1.9,88.9,164.6,200.9,1.0,265.2,145.6,,359.0,34.8,136.5,3309.4
679,2021-12-06,153.2,2.4,23.9,74.1,3.2,76.3,7.1,19.0,64.3,62.2,18.4,11.5,346.1,32.2,120.6,55.6,25.9,155.2,74.7,275.7,449.5,2.9,7.2,1.7,2.3,92.2,136.8,257.5,1.4,266.8,166.3,,284.3,36.0,106.5,3420.5000000000005
680,2021-12-07,154.6,2.3,24.7,75.6,3.2,78.5,7.4,18.9,63.0,63.8,18.5,11.3,351.5,33.2,127.9,57.2,27.1,156.7,75.5,278.5,460.0,2.9,7.3,1.6,2.3,94.2,145.1,261.8,1.5,277.8,171.1,,293.1,37.4,109.4,3502.3
681,2021-12-08,165.6,2.3,24.8,75.2,3.2,78.5,7.5,19.0,63.7,64.3,18.7,11.7,349.2,33.1,130.0,55.8,26.0,160.7,76.0,281.3,468.9,3.0,6.9,1.8,2.3,99.0,147.5,262.4,1.8,283.3,172.4,,292.7,37.9,109.4,3543.4
682,2021-12-09,160.5,2.3,25.1,74.2,3.2,79.8,7.3,19.1,64.5,64.4,17.0,12.3,353.4,33.8,129.2,57.7,27.4,165.5,76.4,287.2,470.3,2.9,7.0,1.7,2.3,100.9,145.1,265.6,1.6,281.8,174.2,,294.9,37.9,112.6,3566.5
683,2021-12-10,159.0,2.2,25.1,75.3,3.3,80.5,7.5,19.2,64.7,66.0,17.2,12.4,355.9,34.0,129.6,57.0,27.0,163.7,76.0,290.6,469.0,2.9,7.1,1.7,2.3,103.4,141.8,267.9,1.6,282.2,171.3,,293.6,38.4,113.1,3569.8
684,2021-12-11,158.3,2.2,23.7,73.8,3.2,79.1,7.4,19.2,65.1,63.3,17.1,12.4,356.0,33.7,126.2,58.2,26.3,164.5,74.9,287.7,472.4,3.2,6.9,1.7,2.5,105.9,138.0,267.6,1.4,280.3,171.9,,288.6,38.1,112.9,3551.2000000000003
685,2021-12-12,158.3,2.3,23.3,72.4,3.0,78.7,6.7,18.8,63.9,60.1,17.4,12.4,343.0,31.1,115.6,57.6,26.1,149.0,69.1,285.9,462.5,3.2,6.9,1.7,2.5,110.1,128.7,265.5,1.2,245.3,170.5,,273.4,35.5,103.5,3412.0
686,2018-04-23,176.7,2.1,21.9,87.0,4.0,88.5,7.2,17.5,71.2,85.8,2.3,12.0,345.1,24.5,123.8,42.6,23.8,204.9,77.2,188.5,512.2,2.4,4.8,1.4,1.9,93.0,117.4,192.2,1.4,340.0,171.7,,324.2,36.9,164.9,3578.7999999999997
687,2018-04-24,175.6,2.3,23.7,86.6,4.2,89.5,7.4,17.7,75.0,89.6,2.3,12.2,346.1,23.9,127.1,42.3,25.3,212.3,77.0,188.1,510.2,2.4,4.5,1.4,2.0,81.8,124.8,197.6,1.2,346.6,168.4,,332.5,38.4,165.3,3612.999999999999
688,2018-04-25,173.7,1.8,20.8,90.0,4.4,87.1,6.1,17.6,70.4,94.0,2.7,12.1,343.5,24.9,132.7,39.8,24.7,209.3,76.5,188.7,507.5,2.1,4.4,1.4,1.9,84.0,130.1,201.9,1.4,350.5,167.7,,349.9,38.8,168.7,3639.2
689,2018-04-26,181.3,1.9,19.2,83.3,4.7,86.7,7.4,17.7,71.8,99.2,2.7,12.3,348.8,25.3,137.5,44.2,26.3,216.7,76.6,188.4,502.9,2.0,4.5,1.3,1.8,81.2,136.7,210.1,1.4,349.9,166.0,,347.6,38.1,143.7,3647.2
690,2018-04-27,182.8,2.1,24.3,81.3,4.9,87.8,7.5,17.5,71.3,103.9,2.2,12.3,352.3,25.8,143.7,43.7,24.0,225.7,76.2,190.1,499.8,2.0,4.7,1.5,2.3,79.3,141.9,208.2,1.4,352.7,165.1,,344.6,43.4,136.5,3671.1
691,2018-04-28,184.4,2.1,24.1,80.3,4.6,87.0,7.4,17.7,70.1,105.5,1.9,10.8,351.4,25.6,144.1,41.5,22.2,223.1,78.1,188.5,502.7,2.0,5.0,1.6,2.1,76.7,142.5,209.6,1.5,350.3,161.3,,357.7,39.0,147.3,3678.1
692,2018-04-29,179.1,2.0,20.6,79.0,4.2,82.3,7.2,17.5,69.2,97.8,1.7,10.8,334.5,23.4,140.2,42.3,20.7,208.5,72.2,178.5,493.4,1.8,5.5,1.6,2.1,71.8,138.4,205.2,1.3,333.0,155.5,,347.0,37.8,144.8,3539.2000000000007
693,2017-12-11,159.3,2.3,23.2,63.2,3.3,72.2,7.0,17.3,65.6,60.8,10.0,9.2,295.9,26.2,103.2,36.4,23.4,198.7,66.9,229.4,413.5,2.4,5.3,1.5,2.3,66.9,88.4,190.9,1.4,283.3,154.5,,267.1,33.9,103.9,3095.4
694,2017-12-12,160.9,2.2,23.1,63.2,3.4,70.8,7.2,17.4,65.4,61.8,4.1,9.3,295.4,23.3,90.9,32.5,24.0,207.2,67.5,224.4,416.6,2.8,5.4,1.5,2.2,67.7,88.4,189.2,1.5,289.9,153.6,,249.7,29.9,105.4,3064.2999999999997
695,2017-12-13,167.7,2.3,23.7,63.4,3.5,72.9,7.2,16.7,65.4,63.9,11.6,9.4,293.5,26.4,109.5,43.3,23.7,207.3,66.9,232.5,418.1,2.9,5.8,1.5,2.3,66.8,92.4,199.7,1.5,295.2,156.9,,268.9,35.1,107.6,3172.1
696,2017-12-14,167.3,2.1,23.4,62.6,3.5,73.7,7.1,17.4,65.1,64.5,10.8,10.6,287.2,28.1,108.8,39.7,24.4,205.5,67.1,229.9,418.6,2.7,5.4,1.7,2.5,67.2,94.4,199.9,1.5,298.6,164.1,,270.9,34.9,109.7,3177.9999999999995
697,2017-12-15,163.8,2.3,22.9,63.6,3.6,73.8,7.0,17.4,65.0,66.6,11.3,9.2,298.0,27.8,114.4,40.9,23.4,200.9,67.2,232.7,413.5,2.5,6.1,1.6,2.3,67.5,91.8,198.0,1.6,292.4,166.1,,272.9,35.2,111.1,3181.3999999999996
698,2017-12-16,163.1,2.0,23.5,61.9,3.6,70.8,7.2,11.6,66.9,63.6,11.6,9.2,299.8,28.0,116.7,40.3,24.3,197.2,67.0,231.8,413.7,2.5,6.3,1.7,2.4,68.2,95.9,193.8,1.6,279.4,160.4,,288.0,36.5,108.0,3165.2000000000003
699,2017-12-17,158.6,2.2,21.8,62.5,3.2,70.8,6.9,17.1,66.7,61.5,11.5,9.2,296.8,26.3,111.8,44.5,24.3,187.0,59.9,231.3,401.7,2.3,6.0,1.6,2.7,74.4,88.9,196.4,1.4,263.9,158.9,,292.3,32.6,94.1,3097.1
700,2018-08-20,158.5,2.2,33.2,92.5,5.8,81.5,7.3,18.1,64.3,117.6,11.0,9.0,294.1,28.5,189.6,41.9,23.2,166.6,53.6,171.6,398.4,2.2,5.0,1.4,2.2,91.9,238.1,222.9,1.0,304.9,141.6,,370.7,41.1,164.6,3563.7999999999993
701,2018-08-21,164.8,2.2,33.7,93.9,5.9,81.8,7.6,18.2,65.9,119.4,10.2,9.0,300.5,28.6,194.1,43.6,23.8,176.5,57.8,160.2,379.8,2.1,5.1,1.5,2.2,100.6,237.1,221.4,1.2,317.0,150.0,,389.3,43.1,167.6,3623.8
702,2018-08-22,175.6,2.2,34.1,97.9,5.3,82.7,7.6,18.3,64.4,117.3,10.5,9.0,288.6,29.5,191.6,47.1,26.2,179.6,57.7,160.8,375.9,2.1,5.6,1.5,2.4,106.1,241.4,216.5,1.5,325.8,178.0,,420.3,41.4,166.9,3699.6
703,2018-08-23,181.5,2.3,34.5,95.4,5.3,86.6,7.6,18.6,65.6,113.4,11.3,9.7,298.5,19.5,169.7,44.6,24.8,181.5,60.0,162.5,383.7,2.4,5.2,1.5,2.4,113.2,223.0,211.2,1.1,323.9,187.8,,359.5,40.4,171.1,3627.5
704,2018-08-24,181.8,2.2,33.5,90.3,5.6,86.0,7.7,18.3,60.1,111.9,11.0,9.9,303.7,20.7,173.9,39.7,23.6,186.9,59.3,163.2,393.7,2.3,5.2,1.5,2.3,114.9,229.3,212.2,1.2,322.3,194.2,,336.9,39.5,178.2,3630.9
705,2018-08-25,179.8,2.3,33.5,85.8,5.4,87.1,6.2,18.4,55.6,107.6,11.4,9.8,300.8,21.1,181.2,41.9,22.4,182.8,55.8,162.6,398.2,2.2,5.5,1.5,2.3,109.6,237.4,216.8,1.0,316.2,198.5,,322.6,36.6,175.6,3603.2
706,2018-08-26,175.5,2.3,31.2,91.1,4.8,79.9,5.8,17.1,55.3,98.0,11.1,8.7,251.1,17.5,169.7,41.4,23.1,179.7,55.9,156.4,377.6,2.1,5.4,1.3,2.3,98.3,233.8,207.7,0.9,285.3,190.1,,315.2,32.1,162.0,3396.6
707,2021-09-13,194.0,2.6,40.7,117.3,5.3,86.0,7.4,19.6,64.8,95.2,18.9,11.0,294.7,30.9,142.3,43.2,25.8,178.8,69.4,216.3,427.3,2.8,5.5,1.9,2.7,84.7,167.2,201.4,1.4,326.2,198.0,,412.1,42.1,160.8,3706.9
708,2021-09-14,198.7,2.4,41.1,95.7,5.3,79.6,7.6,19.5,63.8,97.1,16.2,11.6,295.8,31.2,151.0,46.5,21.9,187.0,72.7,208.9,428.4,2.8,5.3,1.7,2.7,90.0,186.0,200.0,1.5,339.4,191.6,,365.1,42.1,148.8,3667.9
709,2021-09-15,205.1,2.4,41.1,91.4,5.7,76.7,7.7,19.7,63.4,101.3,17.8,11.8,297.4,33.5,161.7,48.5,23.2,195.0,74.0,197.7,436.3,2.7,5.3,1.6,2.6,100.1,207.2,207.5,1.4,350.1,209.1,,326.4,43.4,149.0,3727.000000000001
710,2021-09-16,211.8,2.4,36.7,107.3,5.8,78.0,7.7,19.6,64.7,97.5,17.4,12.3,309.1,32.4,163.1,47.1,27.5,203.6,73.3,184.1,443.6,2.7,5.5,1.6,2.5,104.0,214.2,218.0,1.4,341.6,225.1,,270.4,42.4,156.3,3739.5
711,2021-09-17,211.8,2.4,36.7,107.3,5.8,78.0,7.7,19.6,64.7,97.5,17.4,12.3,309.1,32.4,163.1,47.1,27.5,203.6,73.3,184.1,443.6,2.7,5.5,1.6,2.5,104.0,214.2,218.0,1.4,341.6,225.1,,270.4,42.4,156.3,3739.5
712,2021-09-18,209.3,2.3,32.7,107.4,5.5,81.8,7.7,17.4,63.7,91.2,15.8,12.4,312.2,32.3,162.2,47.0,29.1,216.2,74.5,191.2,459.2,2.5,5.5,1.2,2.5,114.2,235.8,220.5,1.5,321.7,240.1,,334.3,42.8,151.2,3853.6
713,2021-09-19,205.0,2.3,34.4,118.6,5.3,84.0,7.2,19.3,66.4,93.0,17.3,11.6,286.6,29.5,163.9,46.5,27.4,209.8,69.6,202.0,444.0,2.4,5.6,1.3,2.5,111.5,253.6,215.2,1.1,307.2,231.0,,373.4,41.2,151.1,3849.1
714,2023-05-08,200.7,2.5,31.6,124.7,4.5,107.4,,,77.0,91.7,,15.2,430.4,29.1,159.8,50.2,34.3,229.3,91.3,231.0,553.0,2.4,5.3,1.9,2.5,123.2,158.9,272.9,1.4,305.4,176.0,5.8,389.6,41.9,211.8,4235.7
715,2023-05-09,209.0,2.4,36.4,128.4,4.6,108.2,,,77.6,93.9,,15.6,440.5,29.8,169.1,56.4,34.5,216.9,92.5,240.7,559.4,2.5,4.8,2.0,2.5,123.8,166.7,289.3,1.5,320.1,181.3,6.6,419.5,42.4,225.3,4376.4
716,2023-05-10,218.3,2.2,35.8,125.9,4.6,107.3,,,77.0,95.2,,15.4,437.1,31.1,171.7,56.7,35.5,197.9,93.8,244.0,573.4,2.4,5.0,2.0,2.4,121.2,172.3,271.2,1.5,337.9,184.8,6.4,430.8,43.2,229.2,4406.099999999999
717,2023-05-11,219.6,2.5,36.2,129.3,4.9,106.6,,,77.9,99.8,,15.9,447.0,30.2,178.3,55.9,35.6,218.4,92.7,250.7,587.2,2.5,4.8,1.9,2.5,123.2,179.2,294.7,1.5,344.0,186.7,6.2,431.1,44.2,225.3,4508.6
718,2023-05-12,224.5,2.3,36.4,132.7,5.1,106.5,,,78.2,103.9,,16.1,440.3,30.5,184.5,57.8,36.2,220.3,93.0,258.4,588.0,2.5,4.9,1.8,2.5,122.6,186.3,301.2,1.5,351.3,185.9,6.3,459.2,45.8,222.7,4580.9
719,2023-05-13,224.0,2.5,37.7,137.5,5.1,105.7,,,80.1,104.4,,15.9,441.6,29.0,187.5,56.8,37.7,219.4,93.3,263.7,585.7,2.4,5.2,1.8,2.6,121.0,191.3,299.0,1.4,361.1,184.4,5.9,479.6,46.8,216.4,4619.200000000001
720,2023-05-14,226.3,2.4,31.3,132.9,5.1,104.2,,,77.8,106.9,,15.3,424.9,26.4,168.8,53.3,38.3,214.1,87.1,258.7,567.6,2.0,4.9,1.3,2.2,130.1,169.3,278.6,1.1,337.2,179.6,4.2,470.1,43.9,196.7,4433.2
721,2020-10-05,164.6,1.9,32.0,107.0,4.2,80.9,7.1,18.1,63.3,90.3,17.4,9.6,361.1,29.5,167.2,46.2,27.9,165.7,68.2,218.2,428.6,2.7,5.9,1.5,2.4,91.4,189.9,240.2,1.2,302.5,195.8,,368.1,38.3,158.1,3714.3
722,2020-10-06,173.4,2.0,31.5,109.2,4.1,81.7,7.4,18.4,64.0,89.1,18.1,9.7,364.6,29.9,169.4,47.0,29.1,176.3,69.9,219.0,438.1,2.9,6.0,1.6,2.5,89.4,185.0,245.4,1.2,327.2,199.5,,335.4,38.1,159.5,3753.6
723,2020-10-07,172.9,2.2,33.0,112.8,4.2,80.1,7.6,18.5,63.3,90.8,18.3,9.7,364.3,30.8,172.1,47.5,28.6,180.5,71.0,218.3,446.3,2.8,6.1,1.7,2.6,90.7,179.5,246.6,1.3,327.0,179.1,,394.1,39.0,160.3,3811.4
724,2020-10-08,178.9,2.2,34.4,113.4,4.2,82.4,4.9,18.6,65.1,90.1,18.0,9.9,369.2,31.0,171.0,48.4,29.4,185.9,70.1,222.6,448.2,2.7,5.9,1.6,2.5,89.9,156.0,244.8,1.3,310.9,174.9,,390.2,38.4,164.0,3788.9
725,2020-10-09,179.0,2.1,35.8,113.5,4.2,84.3,7.5,18.4,65.7,89.4,18.1,10.2,372.2,30.2,169.1,48.6,28.7,185.9,68.0,224.9,448.6,2.8,5.9,1.5,2.5,92.1,157.1,249.1,1.3,307.1,178.0,,385.0,37.9,171.6,3804.4
