,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,DNH,DVC,Delhi,Essar steel,Goa,Gujarat,HP,Haryana,J&K,Jharkhand,Karnataka,Kerala,MP,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
1940,2020-11-17,158.1,1.8,23.2,74.5,3.0,71.7,6.1,16.7,63.7,58.2,17.6,10.8,273.5,27.3,101.2,49.5,25.3,164.3,69.0,274.9,436.1,2.6,5.5,1.7,2.0,73.5,95.9,224.9,1.3,232.6,143.2,,237.1,31.8,110.3,3095.8
1941,2020-11-18,162.8,2.0,22.9,76.4,3.1,72.8,7.0,17.9,64.8,59.7,17.8,10.8,292.1,29.5,109.2,50.3,25.2,177.6,70.3,274.8,457.6,2.6,5.7,1.7,2.2,74.8,100.3,228.2,1.3,243.9,145.9,,243.0,34.0,114.4,3209.7000000000003
1942,2020-11-19,167.5,1.9,24.0,76.4,3.1,74.5,7.2,18.0,64.6,61.4,18.4,10.9,306.1,30.2,110.7,49.4,24.9,181.5,72.1,270.0,467.0,2.7,5.9,1.6,2.1,74.2,101.4,230.4,1.5,255.3,148.3,,238.5,35.0,118.5,3262.3
1943,2020-11-20,171.3,2.1,24.6,73.3,3.1,73.1,7.3,18.1,62.2,61.8,20.0,11.2,314.0,30.5,111.5,50.3,23.8,189.6,72.5,271.4,451.5,1.8,6.2,1.7,2.1,74.6,100.4,231.8,1.6,264.7,149.6,,244.9,35.6,121.7,3287.0999999999995
1944,2020-11-21,170.0,2.0,24.5,69.2,3.1,71.8,7.2,18.1,62.8,59.0,18.6,10.8,312.9,29.8,111.8,50.2,24.1,189.9,71.4,271.9,452.5,2.5,6.1,1.7,2.0,74.4,101.4,233.6,1.6,267.1,149.0,,237.4,35.1,116.8,3267.6000000000004
1945,2020-11-22,167.8,2.0,22.7,72.1,2.9,71.9,6.8,17.9,63.7,58.7,18.8,10.1,312.2,27.8,106.3,46.9,24.3,181.5,64.2,270.8,442.3,2.8,6.0,1.4,2.1,73.3,97.4,230.0,1.3,249.4,144.2,,237.7,33.4,100.7,3178.1
1946,2021-07-26,175.8,2.2,38.7,133.4,6.3,95.8,6.8,19.0,65.1,123.7,19.4,11.9,299.6,28.9,211.3,43.0,31.1,149.1,67.6,198.9,408.2,2.6,5.7,1.6,2.5,115.4,276.6,253.7,1.4,315.2,194.4,,475.8,42.9,174.6,4006.8
1947,2021-07-27,186.7,2.2,39.2,128.8,6.2,87.6,7.2,19.5,66.1,113.7,18.0,12.0,308.3,28.3,198.7,43.7,30.8,161.3,68.4,185.6,421.1,2.6,5.4,1.5,2.5,112.8,264.2,241.3,1.3,326.2,214.8,,437.9,30.6,170.4,3953.6
1948,2021-07-28,192.4,2.1,38.9,125.7,5.2,79.3,7.4,19.6,67.4,102.4,17.5,11.2,307.8,28.6,151.9,40.7,30.8,170.0,69.8,182.9,425.7,2.6,5.4,1.7,2.7,107.2,186.9,227.5,1.4,333.1,219.9,,363.2,39.8,162.8,3740.5
1949,2021-07-29,194.6,2.2,35.1,120.3,5.5,77.6,7.4,19.7,65.3,101.4,18.0,12.2,311.6,29.0,152.4,43.4,27.9,175.5,69.6,187.2,426.9,2.8,5.7,1.6,2.8,106.2,169.0,221.1,1.3,337.7,218.0,,376.3,43.0,143.9,3721.1
1950,2021-07-30,196.3,2.2,36.8,104.2,5.6,78.5,7.4,19.5,55.8,101.9,19.0,12.3,316.7,30.0,151.4,44.2,19.8,182.1,70.6,188.5,421.2,2.7,5.5,1.5,2.7,103.1,197.0,219.4,1.2,345.4,218.6,,375.8,43.5,134.5,3724.0
1951,2021-07-31,196.6,2.3,35.0,84.4,5.7,78.3,7.3,18.9,55.1,100.3,19.1,12.2,319.8,30.0,163.2,44.3,23.9,182.2,67.4,183.1,415.8,2.6,5.8,1.6,2.5,106.4,221.3,204.8,1.3,339.4,217.0,,379.0,44.5,156.6,3736.7
1952,2021-08-01,194.4,2.3,34.3,111.2,5.6,81.7,6.3,18.9,62.4,96.4,18.3,11.0,301.0,26.4,154.9,43.6,26.7,170.1,63.9,167.5,407.8,2.5,5.5,1.6,2.4,99.9,231.6,201.1,1.1,316.8,214.0,,329.0,40.0,158.2,3616.7
1953,2019-10-14,165.1,2.1,29.5,92.9,3.8,87.8,7.4,18.1,61.3,85.8,6.3,12.8,341.8,27.4,155.4,40.8,24.2,160.2,68.7,181.8,438.4,2.4,5.5,1.7,2.1,89.9,146.2,206.5,0.8,301.2,175.4,,324.6,35.5,141.5,3453.1
1954,2019-10-15,164.4,2.1,29.4,92.2,4.3,87.1,7.6,18.2,62.9,86.0,6.3,12.8,348.0,26.8,157.7,40.3,24.1,160.7,69.6,184.5,446.6,2.5,5.6,1.6,2.3,84.4,151.2,211.2,0.9,292.1,179.7,,326.3,36.1,148.2,3481.4
1955,2019-10-16,156.5,2.3,30.0,93.3,3.9,86.8,7.7,18.3,64.2,88.3,5.8,12.8,357.3,28.1,157.5,38.9,24.0,158.1,67.7,185.5,452.7,2.4,5.3,1.7,2.2,80.8,141.5,213.1,0.8,282.1,180.8,,330.1,35.8,141.6,3465.4
1956,2019-10-17,152.3,2.0,31.0,95.0,4.2,89.5,7.6,18.6,63.8,87.9,5.3,12.8,360.1,28.1,156.1,41.3,24.7,161.8,67.4,187.7,458.8,2.5,5.5,1.7,2.2,81.5,138.5,215.5,0.9,266.3,173.4,,327.3,35.6,154.3,3468.6
1957,2019-10-18,154.9,2.1,30.1,95.5,4.1,83.1,7.6,18.3,65.0,86.4,5.7,12.8,364.7,28.1,145.9,30.5,25.5,162.5,67.9,187.1,441.8,2.6,5.4,1.7,1.8,81.7,118.8,213.0,0.9,276.9,163.4,,323.6,35.7,161.1,3413.7
1958,2019-10-19,155.4,1.9,30.2,88.1,3.9,78.2,7.7,18.2,63.2,80.7,5.8,10.3,362.1,27.8,142.9,39.9,24.4,154.6,67.0,182.7,400.0,2.4,5.5,1.7,1.9,88.0,118.9,208.4,0.9,264.2,147.6,,316.5,34.9,164.8,3307.6
1959,2019-10-20,149.7,2.1,29.1,83.8,3.3,75.7,7.2,18.1,61.6,75.3,5.9,10.8,343.1,23.7,137.5,40.0,22.3,138.3,61.8,168.1,368.4,2.2,6.0,1.8,1.9,90.4,110.9,202.2,0.8,249.8,142.9,,299.3,31.8,156.5,3128.9000000000005
1960,2018-02-19,174.4,2.3,23.0,66.6,3.1,71.4,7.1,17.6,68.3,61.1,9.7,9.9,304.6,25.8,118.3,44.2,22.0,213.1,70.8,184.7,428.7,2.6,5.6,1.5,2.2,79.0,109.4,198.9,1.5,301.4,200.6,,283.1,34.7,122.6,3276.6999999999994
1961,2018-02-20,176.3,2.3,23.0,67.0,3.2,74.3,7.4,17.6,69.4,61.7,11.9,9.2,308.5,25.4,121.3,44.9,22.3,217.1,71.4,187.2,438.2,2.5,5.4,1.8,2.0,80.1,112.7,206.7,1.7,313.4,201.6,,288.2,37.3,126.9,3346.9
1962,2018-02-21,173.7,2.3,24.1,67.3,3.2,73.9,7.4,17.9,69.9,61.8,12.1,9.1,307.8,26.8,120.4,45.4,22.4,219.5,72.1,190.4,438.8,2.5,5.5,1.7,2.0,82.7,109.6,204.7,1.8,314.5,201.7,,291.7,34.8,124.3,3351.0
1963,2018-02-22,177.0,2.4,23.2,67.4,3.2,76.8,7.4,17.9,68.8,62.4,10.0,9.3,315.1,27.0,120.5,46.0,22.8,220.8,72.2,194.4,446.0,2.6,5.8,1.7,2.0,79.8,121.4,209.4,1.6,314.6,202.2,,281.7,35.5,123.8,3379.8
1964,2018-02-23,177.3,1.7,22.4,72.8,3.2,78.0,7.5,17.2,69.4,63.9,9.8,9.2,315.1,27.0,122.0,44.6,23.0,222.5,71.9,197.3,441.2,2.6,6.1,1.9,2.0,78.9,116.5,209.2,1.5,316.5,206.8,,278.9,35.8,124.0,3384.7000000000003
1965,2018-02-24,170.1,2.0,23.0,68.5,3.0,77.7,6.3,17.7,68.7,60.7,9.4,9.7,315.5,26.6,119.7,43.1,22.9,221.5,70.9,199.1,441.0,2.4,5.8,1.4,2.0,81.7,99.2,210.0,1.6,310.0,207.3,,288.3,35.4,125.5,3355.3000000000006
1966,2018-02-25,173.9,2.1,22.6,70.0,2.7,78.0,6.8,17.6,67.4,58.1,9.7,8.8,307.4,22.6,112.6,42.5,22.4,213.6,66.7,251.4,427.2,2.4,5.5,1.3,2.0,77.4,103.8,200.7,1.6,285.5,202.7,,284.1,32.0,117.2,3307.5999999999995
1967,2022-07-11,163.3,2.5,39.4,137.3,6.6,101.2,,,76.9,130.4,19.5,11.6,310.6,32.4,224.5,53.9,33.9,154.5,65.3,205.5,418.1,2.7,5.5,1.6,2.8,123.8,290.0,238.5,1.6,316.2,136.5,,535.7,47.6,184.1,4109.2
1968,2022-07-12,158.8,2.6,40.9,134.6,6.9,101.6,,,76.7,126.2,19.8,11.7,311.9,32.2,236.1,54.1,34.1,159.0,69.0,210.1,424.0,2.8,6.1,1.6,2.7,118.3,313.9,248.4,1.6,327.1,135.3,,527.6,48.1,185.9,4165.3
1969,2022-07-13,166.4,2.7,44.2,137.1,6.9,96.5,,,76.6,128.4,17.9,11.7,311.1,32.7,234.5,52.9,33.9,156.1,67.6,212.8,416.4,2.8,6.0,1.7,2.7,117.4,311.4,250.0,1.5,336.5,125.0,,533.4,48.0,188.4,4167.6
1970,2022-07-14,172.2,2.6,42.7,131.2,6.5,91.9,,,77.2,133.0,17.4,11.5,323.3,30.4,218.0,48.7,32.1,155.4,66.9,211.4,414.9,2.7,5.8,1.9,2.7,116.2,269.9,243.0,1.4,335.4,134.0,,506.0,49.0,192.9,4084.500000000001
1971,2022-07-15,183.2,2.9,45.5,131.6,6.8,91.1,,,76.5,129.4,17.4,11.6,321.9,30.8,203.6,47.0,32.0,160.3,67.0,210.0,420.2,2.9,6.0,1.7,3.1,117.0,229.4,217.7,1.5,348.9,162.2,,508.8,49.4,191.6,4063.1
1972,2022-07-16,191.3,2.8,44.2,136.4,6.7,95.2,,,77.6,124.5,14.7,11.1,322.1,33.9,208.6,50.2,33.0,159.3,68.3,218.2,430.4,2.9,5.9,1.8,3.0,129.1,256.0,219.8,1.5,341.1,174.6,,506.2,51.0,192.9,4149.599999999999
1973,2022-07-17,183.6,2.6,39.1,138.6,5.5,90.4,,,76.2,113.9,19.5,11.0,312.9,29.6,173.5,50.6,31.4,148.9,62.8,216.8,420.5,2.8,6.0,1.7,2.9,125.8,208.5,219.1,1.1,308.0,170.0,,488.1,47.0,181.7,3923.6999999999994
1974,2018-05-07,172.7,2.1,19.5,89.7,4.4,88.7,7.1,17.2,70.3,102.7,4.0,11.2,345.1,23.5,138.5,37.5,25.0,206.4,75.1,190.6,502.0,2.2,4.6,1.7,2.0,92.7,128.3,203.8,1.3,325.3,148.9,,363.8,39.2,169.4,3624.6
1975,2018-05-08,178.4,2.1,20.6,92.5,5.7,90.5,7.1,17.7,70.4,97.1,3.7,11.2,347.0,22.6,112.1,41.7,26.7,208.3,72.7,190.8,508.5,2.1,3.9,1.5,1.9,92.3,135.3,191.2,1.4,321.0,154.1,,334.9,35.3,170.2,3580.4
1976,2018-05-09,179.3,2.0,17.3,82.9,4.2,88.5,7.0,17.7,69.9,95.5,3.0,11.2,346.7,24.7,130.6,41.8,25.8,197.0,69.8,194.0,509.1,1.7,3.1,1.4,1.6,91.1,141.1,204.7,1.3,316.9,149.4,,331.4,38.0,168.9,3576.7
1977,2018-05-10,178.1,2.0,20.4,88.9,4.6,89.1,7.5,17.8,66.1,97.2,5.4,8.6,350.9,30.6,139.8,40.8,25.0,190.4,69.6,195.3,513.0,1.7,4.3,1.2,1.6,83.1,151.1,208.1,1.1,317.2,146.8,,340.1,36.6,162.5,3604.6
1978,2018-05-11,176.7,1.8,20.2,87.6,5.0,86.9,7.5,17.3,72.5,105.5,5.0,10.3,354.3,24.0,145.5,43.1,25.4,175.8,70.2,195.4,498.1,1.8,4.6,1.3,1.8,83.6,158.0,227.2,1.4,327.0,150.5,,365.6,36.3,155.2,3650.7
1979,2018-05-12,172.4,1.9,21.9,88.6,4.9,81.9,7.5,17.2,70.9,108.7,4.8,10.9,350.2,24.3,149.2,37.4,25.7,157.5,68.9,193.0,493.3,2.0,4.9,1.6,1.7,88.5,149.1,222.7,1.3,330.1,146.2,,373.9,42.7,152.0,3616.2
1980,2018-05-13,164.0,1.9,22.0,88.1,4.4,82.6,7.0,17.3,68.2,100.3,5.4,10.0,338.8,21.0,122.6,34.6,23.2,153.3,62.2,186.0,484.7,1.9,4.7,1.4,1.6,81.8,130.9,217.5,1.2,309.1,136.1,,327.6,33.4,140.4,3392.9
1981,2016-12-26,144.1,2.1,20.2,58.8,3.5,69.5,6.2,15.8,61.6,59.9,9.2,8.8,272.2,24.6,113.8,37.0,22.0,194.0,63.4,220.9,403.3,2.5,4.0,1.3,1.9,67.8,97.6,203.2,1.7,275.2,150.7,,271.7,32.3,100.1,3027.5
1982,2016-12-27,145.5,1.9,19.3,64.6,3.4,69.4,6.3,16.0,62.1,60.6,10.1,8.6,265.8,25.8,114.7,35.4,22.4,194.2,65.4,217.7,406.5,2.1,4.7,1.4,1.6,66.5,98.3,205.4,1.5,287.1,154.2,,271.1,33.1,101.2,3050.4999999999995
1983,2016-12-28,148.3,2.1,20.0,62.0,3.5,70.6,6.4,16.1,62.1,60.6,9.9,8.7,270.6,25.3,114.5,36.8,24.4,202.8,65.4,217.7,403.6,2.6,4.9,1.6,1.9,67.8,99.0,213.6,1.6,278.7,153.1,,276.7,33.1,101.3,3073.7000000000003
1984,2016-12-29,146.3,2.0,20.9,60.2,3.5,71.2,6.3,16.0,61.7,60.6,9.7,8.8,274.5,25.3,115.0,37.0,23.5,195.4,62.6,218.3,401.0,2.3,5.2,1.4,2.2,68.4,98.6,205.3,1.8,277.6,153.1,,273.9,32.5,104.2,3052.7999999999997
1985,2016-12-30,146.1,1.7,21.5,59.0,3.6,71.2,6.4,15.8,62.3,62.8,9.7,9.0,279.2,26.8,108.0,37.5,24.2,194.5,63.6,216.5,400.9,2.3,5.0,1.5,2.2,65.4,99.4,206.0,1.8,280.9,153.6,,265.9,32.7,101.8,3045.2999999999997
1986,2016-12-31,148.9,2.1,22.2,65.2,3.4,70.9,6.3,15.8,52.0,58.6,11.4,8.8,277.5,25.2,108.1,43.2,22.5,195.6,62.7,216.7,388.1,2.3,5.1,1.5,1.9,72.3,96.5,201.9,1.4,279.5,153.7,,270.8,32.0,103.3,3033.7000000000007
1987,2017-01-01,141.8,2.0,20.5,62.7,3.1,69.2,5.0,14.2,56.1,56.3,11.9,7.6,261.4,22.3,105.4,46.7,23.0,183.0,56.2,214.3,381.7,2.3,4.5,1.3,1.8,75.0,91.1,199.7,1.4,257.1,144.3,,282.3,29.7,95.0,2935.9
1988,2017-10-30,157.9,2.3,23.0,67.5,3.2,74.5,7.1,17.0,66.6,69.9,9.7,9.1,316.0,25.3,117.9,38.5,21.8,173.4,66.5,227.3,420.7,2.1,5.3,1.4,1.9,80.3,101.5,196.3,1.3,264.7,155.2,,286.1,33.8,114.5,3165.8
1989,2017-10-31,160.4,2.4,24.0,65.3,3.2,74.3,7.3,17.0,63.8,69.0,9.9,9.1,316.6,25.2,118.6,40.6,22.5,178.8,65.8,230.0,423.5,2.3,4.8,1.4,1.9,77.0,102.8,199.6,1.3,256.1,155.4,,285.5,34.1,109.2,3165.0
1990,2017-11-01,158.7,2.5,24.2,64.0,3.3,72.8,7.0,16.7,62.3,68.5,8.2,9.6,313.9,24.9,116.8,36.8,22.4,168.1,64.7,229.2,418.3,2.4,5.1,1.4,2.0,78.3,104.2,197.2,1.4,258.8,153.8,,277.7,33.5,106.3,3121.1000000000004
1991,2017-11-02,159.0,2.4,23.9,67.0,3.3,72.0,7.0,16.9,62.8,69.1,7.9,9.2,316.2,24.0,119.9,38.6,20.6,182.7,65.6,231.3,419.2,2.7,5.3,1.4,1.9,70.7,103.6,204.3,1.1,257.3,151.7,,282.8,34.1,104.8,3146.6
1992,2017-11-03,161.7,2.5,24.3,66.2,3.3,70.6,7.1,16.2,62.6,69.0,9.4,8.9,321.0,24.2,117.9,39.2,22.2,192.7,66.6,233.2,412.6,2.5,5.5,1.3,2.1,73.2,96.8,208.9,1.0,253.9,152.5,,284.6,34.3,108.5,3162.7999999999997
1993,2017-11-04,158.6,2.5,22.8,65.7,3.0,69.7,7.1,16.7,64.6,64.7,10.2,9.2,315.9,23.8,116.6,40.0,23.2,186.9,65.8,234.3,413.6,2.1,5.3,1.4,2.2,72.6,94.3,207.7,1.2,249.8,151.8,,287.7,33.1,107.8,3138.1
1994,2017-11-05,149.1,2.4,22.7,64.8,2.8,63.8,6.6,16.6,64.9,61.8,9.7,9.2,306.4,23.0,107.5,39.6,22.7,172.7,58.5,233.8,405.1,2.3,5.4,1.4,2.2,71.9,97.9,204.0,1.1,227.8,145.4,,282.2,30.5,109.1,3030.3999999999996
1995,2017-07-24,165.3,2.0,25.6,73.2,6.0,78.8,6.8,16.6,58.9,104.9,9.6,8.1,213.0,26.3,178.4,37.0,21.0,176.3,64.8,140.5,369.7,1.9,4.4,1.4,2.3,72.9,228.4,155.0,1.8,319.3,179.0,,336.7,39.0,117.2,3249.5999999999995
1996,2017-07-25,165.9,2.0,30.2,62.1,6.9,82.5,7.0,16.7,55.8,104.4,8.0,8.1,221.7,27.1,186.0,38.0,13.3,183.6,66.0,141.1,379.2,2.0,4.5,1.3,1.9,76.8,240.1,158.2,1.3,327.9,182.4,,350.9,40.7,123.2,3324.6
1997,2017-07-26,166.6,2.0,30.2,56.9,6.3,80.8,7.1,16.9,55.2,107.3,9.2,8.1,223.7,26.8,190.9,37.1,21.1,190.0,66.7,142.9,389.7,2.1,4.5,1.3,2.2,74.5,253.8,168.0,0.4,330.5,185.4,,337.3,39.9,131.2,3374.1
1998,2017-07-27,169.5,2.0,29.8,73.1,6.3,78.5,7.0,16.9,59.3,111.9,9.9,8.7,220.5,27.5,197.2,38.0,19.2,192.3,66.5,140.0,389.0,2.3,4.7,1.3,2.3,73.8,247.5,181.3,0.9,328.3,186.9,,324.4,40.1,143.7,3408.2
1999,2017-07-28,169.2,2.0,31.5,78.2,5.7,80.2,7.0,16.3,62.3,113.5,10.0,8.7,227.0,27.5,201.9,43.6,21.8,192.4,66.0,136.0,382.1,2.2,4.6,1.2,2.3,77.4,243.9,182.6,1.2,318.7,186.6,,347.0,41.3,153.3,3452.4000000000005
2000,2017-07-29,168.6,2.1,30.4,78.1,6.4,84.7,6.9,16.8,61.2,108.3,10.5,8.3,232.5,27.2,200.4,37.8,23.5,189.3,66.2,144.7,390.7,2.0,4.8,1.3,2.2,81.8,239.2,166.5,1.2,311.5,185.8,,363.9,41.7,156.3,3459.8
2001,2017-07-30,167.4,2.2,30.6,72.8,4.8,88.9,6.5,16.5,60.0,102.5,10.7,8.4,224.4,23.5,188.8,38.8,20.2,178.6,60.6,148.8,388.1,2.0,4.6,1.2,2.2,79.1,223.5,158.2,0.9,288.3,187.8,,356.8,38.5,146.5,3338.4000000000005
2002,2023-07-10,219.3,2.7,41.9,142.3,4.0,111.0,,,75.1,107.9,,12.5,342.0,23.0,162.3,46.8,39.5,215.0,76.3,224.7,514.9,2.3,4.9,1.7,2.9,124.3,172.2,238.8,1.4,343.1,235.1,5.7,449.3,39.1,220.2,4274.3
2003,2023-07-11,216.1,2.7,42.2,137.6,4.9,108.0,,,77.0,110.2,,12.8,352.7,24.2,178.1,52.1,39.9,219.0,78.3,227.6,523.2,2.6,5.1,2.0,3.0,123.4,216.7,254.9,1.5,328.4,226.8,5.4,457.9,36.8,214.9,4359.099999999999
2004,2023-07-12,213.6,2.6,40.3,137.5,5.6,111.9,,,76.0,119.6,,13.3,351.7,27.3,197.4,52.3,39.6,221.7,78.5,231.0,520.6,2.3,4.9,1.9,2.9,127.2,266.6,270.7,1.5,338.7,232.2,5.9,466.8,36.9,220.4,4495.0
2005,2023-07-13,207.1,2.6,41.4,135.7,5.7,116.2,,,84.3,123.9,,13.1,367.5,29.1,206.5,59.0,40.7,220.5,77.9,232.6,524.0,2.4,5.2,1.9,2.7,132.8,278.0,283.1,1.5,336.3,244.1,5.8,462.6,36.5,224.8,4581.8
2006,2023-07-14,212.4,2.6,40.9,128.3,6.3,120.1,,,76.5,123.4,,12.9,378.4,31.5,215.4,53.2,38.9,222.7,76.5,226.7,524.3,2.6,4.9,1.8,2.9,120.5,295.0,270.8,1.3,349.5,260.1,5.7,475.5,40.0,220.7,4616.3
2007,2023-07-15,216.3,2.6,43.9,132.4,6.5,112.1,,,76.0,120.5,,13.1,371.6,33.0,219.3,52.1,36.9,222.9,77.8,226.9,520.7,2.7,5.1,1.7,2.9,109.4,303.8,286.5,1.1,355.5,251.2,5.7,459.4,40.8,211.7,4596.4
2008,2023-07-16,211.3,2.8,39.9,135.5,6.0,103.0,,,74.5,113.8,,12.2,356.2,29.9,192.9,51.5,35.5,202.9,73.2,220.3,489.1,2.4,5.0,1.7,2.8,121.7,276.6,275.2,0.8,337.4,239.7,5.8,470.0,39.5,187.1,4388.700000000001
2009,2016-12-05,138.5,2.1,20.6,54.5,3.3,64.5,6.1,15.2,56.2,55.2,8.5,8.9,273.5,24.1,111.1,36.7,22.2,189.2,64.0,213.0,428.8,2.1,4.4,1.4,2.1,66.2,114.4,195.4,1.4,247.6,140.6,,248.3,31.3,97.8,2954.8
2010,2016-12-06,136.6,1.9,21.6,55.5,3.3,64.8,6.3,15.3,59.1,56.7,9.0,9.2,274.6,24.3,120.4,35.7,22.5,192.1,67.0,217.2,427.1,2.0,4.1,1.4,1.5,66.1,113.4,202.3,1.6,212.9,139.4,,256.5,32.5,100.0,2958.7
2011,2016-12-07,139.1,2.0,21.7,55.2,3.4,64.9,6.3,15.3,61.8,56.6,9.1,8.7,270.8,24.9,114.0,35.0,22.0,191.8,64.0,218.0,418.3,2.0,4.4,1.4,1.8,66.9,113.9,204.9,1.4,255.9,141.1,,251.7,31.8,99.9,2985.5
2012,2016-12-08,141.3,2.2,22.5,57.0,3.3,66.0,6.3,15.2,60.2,56.6,8.7,8.7,273.9,24.5,115.1,35.7,21.3,195.7,64.1,215.8,419.2,2.5,4.5,1.4,2.0,68.5,100.2,202.9,1.4,276.4,142.8,,251.0,32.3,99.9,3005.0
2013,2016-12-09,138.9,1.8,21.8,57.0,3.4,68.6,6.2,15.2,58.3,58.5,8.8,8.7,273.3,24.3,115.3,35.9,21.1,204.9,64.9,216.6,417.8,2.2,4.7,1.5,1.8,66.6,109.6,204.7,1.6,284.0,142.4,,261.6,32.8,102.7,3043.6999999999994
2014,2016-12-10,140.3,1.9,22.6,57.4,3.2,68.0,6.2,15.2,54.2,54.4,8.3,8.2,270.8,23.2,116.7,35.6,23.3,195.3,64.6,217.7,406.4,2.3,4.8,1.5,1.6,67.7,114.8,202.4,1.9,279.9,139.5,,253.3,33.1,100.7,3003.1
2015,2016-12-11,135.5,1.8,21.5,55.0,3.0,64.6,5.7,14.9,58.5,53.7,7.3,7.3,263.1,22.0,110.0,31.7,20.5,183.7,57.3,218.4,398.8,2.2,4.8,1.5,1.6,67.8,112.0,201.5,1.4,261.0,136.5,,253.9,30.5,97.2,2911.7
2016,2019-04-01,195.1,2.0,18.0,75.7,3.3,99.0,6.5,17.3,64.8,72.0,11.1,12.0,359.3,24.9,117.9,44.5,22.8,243.7,84.7,205.9,477.1,2.3,4.9,1.5,1.9,81.3,124.3,213.8,1.1,342.7,218.5,,311.1,34.1,145.8,3648.900000000001
2017,2019-04-02,195.8,2.0,19.8,83.0,3.5,99.6,7.0,17.6,64.7,75.0,11.2,12.0,366.9,24.7,124.0,45.4,24.3,247.8,85.3,206.3,485.9,2.1,5.3,1.7,1.9,95.3,124.4,216.6,1.3,350.4,225.3,,320.1,35.6,168.7,3758.9
2018,2019-04-03,196.5,2.1,20.4,82.9,3.6,100.4,7.3,18.1,65.6,77.3,12.6,12.0,370.5,25.4,126.0,45.4,26.3,248.6,86.4,208.1,494.1,2.1,5.4,1.8,2.0,105.7,130.8,220.4,1.4,357.3,227.7,,322.8,36.5,172.6,3824.6
2019,2019-04-04,197.6,2.1,23.3,85.0,3.7,101.8,7.5,18.2,66.7,81.3,12.8,12.0,377.4,25.8,127.3,45.2,25.2,246.5,84.7,209.8,492.8,2.4,5.4,1.6,2.1,112.3,129.4,218.4,1.5,356.9,219.5,,331.4,37.0,174.4,3847.5
2020,2019-04-05,197.3,2.1,21.7,85.4,4.0,103.0,7.4,18.4,67.7,85.6,14.1,12.0,379.8,26.2,129.7,45.2,24.0,242.8,83.9,205.2,472.8,2.3,5.4,1.5,2.0,113.0,132.1,205.6,1.4,355.1,212.5,,336.7,37.8,169.8,3812.2
2021,2019-04-06,186.1,2.0,24.2,70.0,4.0,101.8,7.5,18.2,64.1,83.9,14.1,12.0,377.2,27.0,128.4,43.0,19.3,226.7,85.1,203.3,475.3,2.5,5.7,1.6,2.0,111.6,132.1,207.0,1.2,353.5,207.2,,334.6,38.2,145.5,3724.499999999999
2022,2019-04-07,181.9,2.1,20.3,61.7,3.5,102.4,7.4,18.4,62.9,83.6,6.4,12.0,362.5,24.3,111.2,42.6,17.7,218.6,78.7,200.1,470.5,2.5,5.8,1.6,2.1,95.1,120.4,201.4,1.2,323.7,197.0,,287.3,35.2,110.4,3480.4
2023,2022-06-06,184.4,2.4,33.7,124.6,7.0,107.4,,,76.2,135.0,16.3,14.1,443.6,34.1,207.4,47.0,33.2,185.4,79.6,263.6,577.7,2.7,5.1,1.8,2.6,125.8,220.6,310.3,1.6,338.4,180.6,,518.0,50.1,189.8,4557.1
2024,2022-06-07,201.8,2.5,37.8,127.4,7.6,109.3,,,74.6,138.3,16.6,14.4,446.8,35.6,215.8,51.9,33.2,195.6,78.8,263.9,591.5,2.7,5.6,1.8,2.4,126.5,226.2,318.8,1.6,337.3,188.5,,532.9,51.9,194.2,4670.999999999999
2025,2022-06-08,214.3,2.6,38.2,131.9,7.4,106.0,,,76.8,139.5,16.5,14.2,443.9,36.1,218.3,52.4,31.4,195.1,78.4,264.6,589.4,2.7,5.4,1.7,2.5,128.5,232.6,315.9,1.6,348.2,192.2,,533.3,52.9,194.6,4706.599999999999
2026,2022-06-09,223.5,2.6,35.8,120.9,7.5,111.5,,,76.4,142.4,17.7,14.2,452.1,36.2,219.7,51.5,32.5,202.8,79.5,264.1,543.4,2.7,5.4,1.7,2.5,140.0,234.0,323.8,1.5,359.8,188.1,,537.0,52.2,185.8,4707.5
2027,2022-06-10,225.1,2.3,36.1,128.5,7.6,108.0,,,74.5,145.4,19.4,12.8,450.8,36.2,221.0,49.3,32.5,210.6,79.3,261.6,546.7,2.7,5.6,1.7,2.4,136.2,237.6,322.1,1.5,365.2,196.9,,532.6,51.9,174.4,4717.299999999999
2028,2022-06-11,221.2,2.3,36.3,127.1,7.2,106.0,,,74.6,139.6,17.5,12.3,445.3,35.5,220.4,54.0,33.4,208.5,76.7,249.9,520.2,2.6,5.2,1.9,2.8,129.6,241.3,322.3,1.6,365.5,190.1,,530.7,51.1,177.9,4649.4
2029,2022-06-12,219.8,2.6,32.1,121.1,6.6,102.2,,,75.2,135.6,19.2,11.2,403.3,32.4,210.2,55.1,33.8,194.3,68.7,229.2,489.0,2.7,4.9,1.8,2.8,124.8,233.2,310.3,1.1,337.0,179.4,,531.9,49.5,178.2,4435.5
